,id,sex,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_desc,time_in_custody_in_days,time_in_jail_in_days,African-American_race,Asian_race,Hispanic_race,Native American_race,Other_race,Felony_c_charge_degree,High_score_text,Low_score_text,High_v_score_text
6187,9479,1,52,0,0,0,1,0.4391918395352028,40.0,40.0,0,0,0,0,0,1,0,1,0
6352,9734,1,24,0,0,0,0,0.4903227347327499,0.0,0.0,0,0,0,0,0,1,0,1,0
454,692,1,29,0,0,0,3,1.0071984998704016,1.0,1.0,1,0,0,0,0,1,0,0,0
2214,3390,1,48,0,0,0,0,0.2072635172024184,5.0,0.0,0,0,0,0,0,0,0,1,0
3187,4893,1,33,0,0,0,0,0.6849587909234305,142.0,141.0,1,0,0,0,0,1,1,0,0
2040,3122,1,46,0,0,1,2,0.4711053847741047,1.0,3.0,0,0,0,0,0,0,0,1,0
505,775,1,52,0,0,0,4,0.3789268871010585,1.0,0.0,0,0,0,0,0,0,0,1,0
2962,4533,1,23,0,0,1,3,0.4391918395352028,245.0,244.0,0,0,0,0,0,1,0,0,0
6346,9727,1,32,0,1,1,11,0.5178204111103699,79.0,1.0,1,0,0,0,0,1,0,0,0
4761,7291,1,31,0,0,0,2,0.7742632058007154,0.0,0.0,1,0,0,0,0,1,0,0,0
5764,8819,0,29,0,0,0,0,0.2527833130815687,48.0,47.0,0,0,0,0,1,1,0,1,0
1184,1823,1,38,0,0,0,0,0.3664433400308426,1.0,1.0,0,0,1,0,0,1,0,1,0
2033,3113,1,34,0,0,0,2,0.4990179597176162,35.0,9.0,0,0,1,0,0,1,0,1,0
5688,8706,1,27,0,0,0,2,0.4391918395352028,1.0,0.0,0,0,0,0,0,1,0,1,0
5552,8487,1,37,0,0,0,3,0.5178204111103699,17.0,241.0,0,0,0,0,0,1,1,0,0
5938,9099,0,52,0,0,0,3,0.4391918395352028,0.0,0.0,1,0,0,0,0,0,0,1,0
5281,8087,1,57,0,0,0,0,0.2571870316847623,0.0,0.0,0,0,0,0,0,0,0,1,0
3641,5579,1,43,0,0,0,5,0.5059201735649766,1.0,0.0,1,0,0,0,0,1,1,0,0
4519,6934,0,33,0,0,0,0,0.4821006283233208,2.0,2.0,1,0,0,0,0,1,0,1,0
7174,10988,1,44,0,0,0,0,0.5070136744078003,1.0,1.0,0,0,1,0,0,1,0,1,0
5438,8313,1,56,0,0,0,6,0.6003440908766216,7.0,1.0,0,0,0,0,1,1,0,1,0
5188,7943,1,52,0,0,0,0,0.3789268871010585,1.0,0.0,0,0,1,0,0,0,0,1,0
6783,10381,0,24,0,0,0,1,0.6674242030786194,116.0,0.0,1,0,0,0,0,1,0,0,0
661,1009,1,52,0,0,0,0,0.5178204111103699,2.0,1.0,0,0,1,0,0,1,0,1,0
4288,6566,1,25,0,0,0,9,0.4391918395352028,48.0,84.0,1,0,0,0,0,1,1,0,1
3823,5856,1,39,1,1,1,19,0.5178204111103699,180.0,179.0,1,0,0,0,0,1,1,0,0
2059,3156,1,49,0,0,0,4,0.2823305083459641,6.0,5.0,0,0,0,0,0,1,0,1,0
3775,5785,1,33,0,0,0,0,0.5407152345120689,7.0,0.0,1,0,0,0,0,1,0,1,0
3132,4801,1,31,0,1,0,5,0.4391918395352028,54.0,1.0,0,0,0,0,1,1,0,1,0
2377,3636,0,54,0,0,0,7,0.5666953454066385,19.0,18.0,1,0,0,0,0,1,0,0,0
6834,10451,0,29,0,0,0,5,0.4391918395352028,1.0,8.0,1,0,0,0,0,1,0,1,0
2971,4554,1,33,0,0,0,1,0.4391918395352028,0.0,0.0,1,0,0,0,0,1,1,0,0
1202,1852,1,28,0,0,0,7,0.4821006283233208,2.0,1.0,1,0,0,0,0,1,0,0,0
1510,2322,1,34,0,0,0,15,0.4391918395352028,4.0,6.0,1,0,0,0,0,1,0,0,0
2899,4441,0,54,0,0,0,1,0.5257164044876839,0.0,0.0,0,0,0,0,0,0,0,1,0
481,731,1,58,0,0,0,1,0.5215402118248503,10.0,10.0,0,0,1,0,0,1,0,1,0
1900,2893,1,27,0,0,0,4,0.293919352725372,33.0,33.0,1,0,0,0,0,1,1,0,0
744,1136,1,25,0,1,1,7,0.4391918395352028,0.0,0.0,1,0,0,0,0,0,0,0,0
4534,6957,1,27,0,0,0,3,0.5315615164080014,9.0,9.0,1,0,0,0,0,1,1,0,0
1715,2614,1,28,0,0,0,6,0.471343537583306,66.0,2.0,0,0,0,0,0,1,0,1,0
2480,3785,1,21,0,1,1,1,-0.0032336119869112,0.0,0.0,0,0,0,0,0,0,0,1,0
2082,3188,1,51,0,0,0,2,0.4391918395352028,1.0,1.0,0,0,0,0,1,1,0,1,0
2991,4586,1,57,0,0,0,10,0.6003440908766216,182.0,181.0,0,0,0,0,1,1,0,1,0
3569,5473,1,22,0,0,0,0,0.3772786287250498,1.0,1.0,1,0,0,0,0,1,0,1,0
6954,10629,0,40,0,0,0,3,0.6003440908766216,1.0,0.0,0,0,0,0,0,1,0,1,0
4545,6977,0,45,0,0,0,6,0.4014118502530039,0.0,1.0,0,1,0,0,0,1,0,1,0
1634,2504,1,22,0,0,1,0,0.5846181494185388,2.0,1.0,0,0,0,0,0,0,0,1,0
2813,4314,1,28,0,1,0,14,0.5257164044876839,20.0,20.0,1,0,0,0,0,0,0,0,1
1146,1760,1,35,0,0,0,4,0.54244724459776,78.0,1.0,0,0,0,0,0,1,0,0,0
2792,4280,1,29,0,0,0,1,0.1836881861919933,1.0,0.0,0,0,1,0,0,0,1,0,0
6670,10216,0,26,0,0,0,0,0.3755966587436339,1.0,1.0,1,0,0,0,0,0,1,0,0
4283,6557,1,59,0,0,0,5,0.2579443356582979,1182.0,0.0,1,0,0,0,0,0,0,0,0
669,1023,0,59,0,0,0,2,0.471343537583306,29.0,29.0,0,0,0,0,0,1,0,1,0
2810,4307,1,21,0,0,0,1,0.501542845824589,16.0,13.0,1,0,0,0,0,1,1,0,1
2644,4039,1,33,0,0,0,1,0.2704275238757435,0.0,0.0,0,0,1,0,0,0,0,1,0
4155,6369,1,36,0,0,0,2,0.4391918395352028,0.0,0.0,0,0,0,0,0,1,0,0,0
6727,10301,1,23,0,0,0,1,0.3384572181001154,0.0,1.0,1,0,0,0,0,1,0,1,0
1919,2923,1,36,0,0,0,0,0.3789268871010585,0.0,0.0,0,0,0,0,1,0,0,1,0
1494,2297,1,21,0,0,0,5,1.0016194360980517,6.0,1.0,0,0,0,0,0,1,1,0,1
1561,2401,1,29,0,0,0,2,0.3782583322229698,1.0,0.0,1,0,0,0,0,0,0,1,0
2211,3385,1,50,1,0,0,7,0.3789268871010585,0.0,0.0,1,0,0,0,0,0,1,0,0
6043,9256,1,32,0,1,0,15,0.4391918395352028,91.0,90.0,0,0,0,0,0,1,1,0,1
4595,7050,1,40,0,0,0,1,0.3789268871010585,0.0,0.0,0,0,1,0,0,0,0,1,0
1867,2846,1,38,0,0,0,1,0.4889265009673212,14.0,0.0,0,0,0,0,0,1,0,1,0
4412,6758,0,39,0,0,0,0,0.4213248724413568,1.0,0.0,0,0,0,0,0,0,0,1,0
3139,4812,0,22,0,0,0,0,0.3789268871010585,1.0,1.0,0,0,0,0,0,0,1,0,0
6639,10168,1,49,0,0,0,1,0.3789268871010585,1.0,0.0,0,0,0,0,0,0,0,1,0
6959,10643,1,22,0,0,0,0,0.5257164044876839,4.0,3.0,1,0,0,0,0,0,1,0,1
1332,2057,1,25,0,1,1,15,0.3847189713237704,2.0,2.0,1,0,0,0,0,1,1,0,0
2540,3882,1,22,0,0,0,0,0.001110445099794,1.0,1.0,0,0,0,0,0,1,0,1,0
699,1065,1,27,0,1,0,10,0.5178204111103699,2.0,0.0,1,0,0,0,0,1,1,0,0
158,241,0,26,0,0,0,2,0.2704275238757435,1.0,0.0,1,0,0,0,0,0,0,1,0
4732,7250,1,56,0,0,0,9,0.4391918395352028,1931.0,0.0,1,0,0,0,0,1,0,1,0
3591,5506,1,24,0,0,0,3,0.5743903491748831,7.0,7.0,0,0,0,0,0,1,0,0,0
966,1490,1,30,0,0,0,4,0.3789268871010585,1.0,1.0,1,0,0,0,0,0,0,1,0
5274,8075,1,25,0,0,0,1,0.4391918395352028,37.0,37.0,1,0,0,0,0,1,0,1,0
314,464,1,28,0,0,0,3,0.3789268871010585,0.0,0.0,0,0,0,0,0,0,0,1,0
2541,3884,0,54,0,0,0,0,0.3143916266572755,20.0,20.0,0,0,0,0,0,1,0,1,0
957,1474,0,20,0,0,0,0,0.471343537583306,1.0,1.0,1,0,0,0,0,1,0,1,0
378,573,1,28,0,0,0,1,0.3789268871010585,2.0,1.0,1,0,0,0,0,0,0,1,0
7030,10763,1,47,0,0,0,0,0.3789268871010585,1.0,1.0,1,0,0,0,0,0,0,1,0
1433,2205,0,23,0,0,0,0,0.3789268871010585,1.0,1.0,1,0,0,0,0,0,0,0,0
2128,3268,1,25,0,1,0,5,0.2072635172024184,0.0,0.0,0,0,0,0,0,0,0,0,0
4722,7238,0,53,0,0,0,0,0.2704275238757435,0.0,0.0,0,0,0,0,0,0,0,1,0
4176,6394,1,47,0,0,0,1,0.4391918395352028,50.0,49.0,1,0,0,0,0,1,0,1,0
5660,8661,1,50,0,0,0,1,0.3789268871010585,1.0,0.0,0,0,0,0,0,0,0,1,0
5837,8936,1,27,0,0,0,0,0.3789268871010585,65.0,1.0,1,0,0,0,0,0,0,1,0
568,872,1,38,0,0,0,15,0.5802334606260044,0.0,0.0,1,0,0,0,0,1,0,0,0
5251,8040,1,25,0,0,0,0,0.4391918395352028,34.0,34.0,1,0,0,0,0,1,0,1,0
241,358,1,37,0,0,0,0,0.471343537583306,18.0,35.0,0,0,0,0,0,1,0,1,0
3439,5278,1,21,0,0,0,0,0.3847189713237704,1.0,0.0,0,0,0,0,0,1,1,0,0
6742,10324,0,24,0,0,0,1,0.3789268871010585,0.0,0.0,1,0,0,0,0,0,0,1,0
3613,5539,1,29,0,0,0,6,0.6003440908766216,36.0,35.0,1,0,0,0,0,1,1,0,0
5012,7661,0,47,0,0,0,28,0.8069630939043965,1.0,117.0,0,0,0,0,0,1,1,0,0
945,1456,1,27,0,0,0,10,0.4391918395352028,1.0,1.0,1,0,0,0,0,1,0,0,1
6143,9404,1,32,0,0,0,1,0.4184397546311481,157.0,21.0,1,0,0,0,0,0,0,0,0
3886,5951,0,33,0,0,0,0,0.3143916266572755,1.0,0.0,0,0,1,0,0,1,0,1,0
6760,10348,1,24,0,0,0,1,0.3789268871010585,0.0,0.0,1,0,0,0,0,0,0,1,0
6416,9826,1,29,0,1,0,3,0.4391918395352028,9.0,119.0,1,0,0,0,0,1,1,0,0
2048,3137,1,48,0,0,0,2,0.4391918395352028,1.0,4.0,0,0,0,0,0,0,1,0,0
4704,7214,0,30,0,0,0,7,0.3789268871010585,1.0,0.0,1,0,0,0,0,0,0,1,0
6258,9589,1,50,0,0,0,2,0.1836881861919933,31.0,30.0,1,0,0,0,0,0,0,0,0
5686,8703,0,61,0,0,0,0,0.6003440908766216,1.0,1.0,0,0,0,0,0,1,0,1,0
3296,5064,1,28,0,0,0,2,0.4391918395352028,10.0,10.0,0,0,0,0,0,1,0,1,0
6427,9842,0,55,0,0,0,0,0.5743903491748831,1.0,0.0,0,0,1,0,0,1,0,1,0
2735,4184,1,30,0,0,0,19,0.6003440908766216,82.0,82.0,0,0,0,0,0,1,1,0,0
2327,3552,1,28,0,0,0,0,0.3789268871010585,13.0,13.0,0,0,0,0,0,0,0,1,0
7158,10965,1,57,0,0,0,14,0.4391918395352028,89.0,19.0,0,0,0,0,0,1,0,1,0
4114,6299,0,20,0,0,0,0,0.3789268871010585,1.0,0.0,1,0,0,0,0,0,0,0,0
1575,2421,1,32,0,0,0,1,0.2072635172024184,0.0,0.0,0,0,0,0,0,0,0,1,0
220,330,1,48,0,0,0,0,-0.0007474981585836,1.0,1.0,1,0,0,0,0,1,0,1,0
7132,10931,1,28,0,0,0,1,0.4238879068726547,1.0,0.0,0,0,1,0,0,1,0,1,0
322,480,1,20,0,0,0,0,0.471343537583306,15.0,209.0,1,0,0,0,0,1,1,0,1
265,392,1,31,0,0,0,2,0.4391918395352028,11.0,10.0,0,0,0,0,0,0,0,1,0
1795,2732,1,47,0,0,0,23,0.5059201735649766,403.0,403.0,1,0,0,0,0,1,0,0,0
6747,10330,1,67,0,0,0,0,0.3789268871010585,42.0,42.0,0,0,0,0,0,0,0,1,0
437,664,1,34,0,0,0,0,0.2072635172024184,0.0,0.0,0,0,0,0,0,0,0,1,0
1452,2233,1,24,0,0,0,3,0.471343537583306,1.0,6.0,0,0,0,0,0,1,1,0,0
6817,10429,1,27,0,0,0,2,0.5698100175896039,2.0,1.0,0,0,0,0,1,0,0,1,0
3654,5600,1,25,0,0,0,0,0.3789268871010585,2.0,1.0,1,0,0,0,0,0,0,0,0
1051,1624,1,22,0,0,0,5,0.4391918395352028,15.0,19.0,1,0,0,0,0,1,1,0,0
7106,10889,1,56,0,0,0,4,0.3305957488289079,17.0,16.0,1,0,0,0,0,1,0,0,0
5815,8897,1,32,0,0,0,0,0.3260582112567357,2.0,2.0,1,0,0,0,0,1,0,1,0
173,263,1,55,0,0,0,1,0.471343537583306,18.0,18.0,0,0,0,0,0,1,0,1,0
924,1419,0,33,0,0,0,1,0.3789268871010585,0.0,0.0,0,0,0,0,0,0,0,1,0
4196,6428,0,43,0,0,0,22,0.9978172297671614,198.0,26.0,0,0,0,0,0,0,1,0,0
4013,6143,1,55,0,0,0,5,0.5686891713440554,4.0,3.0,1,0,0,0,0,1,0,1,0
3540,5432,1,56,0,0,0,9,0.3789268871010585,52.0,19.0,0,0,0,0,0,0,0,1,0
2711,4145,1,19,1,0,0,3,0.4391918395352028,274.0,273.0,1,0,0,0,0,1,1,0,1
4151,6362,0,29,0,0,0,0,0.2527833130815687,10.0,1.0,0,0,1,0,0,1,0,1,0
4109,6289,0,38,0,0,0,5,0.4391918395352028,32.0,41.0,0,0,0,0,0,1,0,0,0
1909,2907,1,22,0,0,0,3,0.458312797847967,22.0,1.0,1,0,0,0,0,1,0,0,0
1628,2497,1,52,0,0,0,2,0.4391918395352028,7.0,1.0,0,0,0,0,1,1,0,1,0
2861,4390,1,66,0,0,0,0,0.471343537583306,1.0,1.0,0,0,0,0,0,1,0,1,0
1066,1644,1,44,0,0,0,2,0.4391918395352028,0.0,0.0,0,0,1,0,0,0,0,1,0
2428,3710,1,19,1,0,1,1,0.4391918395352028,1.0,1.0,1,0,0,0,0,1,0,0,1
17,22,1,25,0,0,0,3,0.471343537583306,62.0,1.0,1,0,0,0,0,1,1,0,1
2894,4436,1,23,0,0,0,4,0.9919096454822648,2.0,0.0,1,0,0,0,0,1,1,0,1
374,566,1,25,0,0,0,7,0.5690891382231129,127.0,127.0,1,0,0,0,0,1,1,0,0
432,656,1,29,0,0,0,2,0.4391918395352028,1.0,0.0,1,0,0,0,0,1,0,0,0
7147,10951,1,22,0,0,1,0,0.3789268871010585,1.0,0.0,0,0,1,0,0,0,0,1,0
4337,6641,1,20,0,0,1,2,0.4743839107769999,2155.0,129.0,1,0,0,0,0,1,1,0,1
3623,5553,1,22,0,0,0,0,0.3143916266572755,1.0,0.0,0,0,0,0,0,1,0,1,0
6014,9219,1,28,0,0,0,7,0.5257164044876839,52.0,0.0,1,0,0,0,0,0,0,0,0
994,1535,1,22,0,0,0,1,0.3789268871010585,0.0,1.0,0,0,1,0,0,0,0,0,0
644,990,0,45,0,0,0,1,0.54244724459776,1.0,1.0,0,0,0,0,0,1,0,0,0
5737,8776,1,25,0,0,0,7,0.4266787584529609,73.0,43.0,0,0,0,0,0,1,1,0,1
66,97,1,62,0,0,0,0,0.3242434762323005,0.0,0.0,0,0,1,0,0,0,0,1,0
3617,5545,1,31,0,0,0,4,0.5686891713440554,0.0,29.0,0,0,0,0,0,1,1,0,1
5022,7676,1,39,0,1,0,3,0.3789268871010585,0.0,0.0,0,0,0,0,0,0,0,1,0
4915,7515,1,23,0,0,1,1,0.4391918395352028,10.0,9.0,1,0,0,0,0,1,1,0,1
3790,5810,1,42,0,0,0,10,0.3782583322229698,1.0,0.0,1,0,0,0,0,0,0,0,0
4670,7163,1,33,0,1,0,6,0.4391918395352028,2.0,1.0,1,0,0,0,0,0,0,1,0
617,947,0,23,0,0,0,3,0.6260510296595012,53.0,5.0,0,0,0,0,0,1,1,0,1
5961,9143,1,20,0,0,1,0,0.4821006283233208,1.0,1.0,0,0,0,0,0,1,0,1,0
4580,7030,1,30,0,0,0,1,0.5722961746655482,2.0,1.0,0,0,0,0,1,1,0,1,0
121,184,1,27,0,0,0,3,0.6003440908766216,1.0,0.0,1,0,0,0,0,1,1,0,0
366,548,1,21,0,1,0,1,0.471343537583306,0.0,0.0,1,0,0,0,0,1,0,1,0
5239,8023,1,41,0,0,0,7,0.4391918395352028,1.0,1.0,1,0,0,0,0,0,0,1,0
2157,3309,1,26,0,0,0,5,0.6705485366804135,0.0,1.0,0,0,0,0,0,1,0,0,0
2679,4099,1,20,0,0,0,1,0.7091781630513855,1.0,0.0,1,0,0,0,0,0,0,1,0
4001,6119,0,25,0,0,0,5,-0.0095582678684645,0.0,0.0,1,0,0,0,0,0,1,0,1
771,1172,1,31,0,0,0,0,0.3789268871010585,1.0,0.0,1,0,0,0,0,0,0,1,0
2860,4389,1,25,0,0,0,1,0.3847189713237704,10.0,1.0,0,0,0,0,0,1,0,0,0
4689,7190,0,28,0,0,0,1,0.471343537583306,1.0,1.0,0,0,1,0,0,1,0,1,0
236,351,1,28,0,0,0,1,0.668038283327083,6.0,6.0,0,0,0,0,0,1,0,0,0
2463,3763,1,26,0,1,1,20,0.5407152345120689,30.0,29.0,1,0,0,0,0,1,1,0,0
1734,2643,1,32,0,0,0,0,0.502875944213873,0.0,0.0,0,0,0,0,0,1,0,1,0
3880,5939,1,45,0,0,0,2,0.6003440908766216,1.0,0.0,0,0,0,0,0,1,0,1,0
4532,6952,1,21,0,0,0,0,0.6849587909234305,3.0,2.0,1,0,0,0,0,1,0,0,0
664,1016,1,30,0,0,0,4,0.4483640514748239,7.0,0.0,0,0,0,0,1,0,1,0,1
4815,7365,1,28,0,0,0,3,0.471343537583306,51.0,50.0,0,0,0,0,0,1,0,1,0
6103,9343,1,29,0,0,0,8,0.3944419827348675,0.0,5.0,1,0,0,0,0,0,1,0,0
5020,7674,1,24,0,0,0,0,0.4711053847741047,9.0,0.0,1,0,0,0,0,0,0,0,0
4299,6584,1,30,0,0,1,1,0.5070136744078003,1.0,0.0,0,0,0,0,0,1,0,1,0
6399,9801,1,25,0,0,0,4,0.3646630927902778,4.0,4.0,1,0,0,0,0,0,0,0,1
4059,6206,1,47,0,0,0,1,0.4391918395352028,17.0,17.0,0,0,1,0,0,1,0,1,0
5794,8864,0,29,0,0,0,0,0.5267769160164757,0.0,0.0,0,0,1,0,0,1,0,1,0
2858,4387,1,28,0,1,0,6,0.471343537583306,1.0,2.0,1,0,0,0,0,1,1,0,1
4106,6285,0,34,0,0,0,0,0.5690891382231129,63.0,62.0,0,0,0,0,0,1,0,1,0
5151,7884,1,39,0,0,0,17,1.0016194360980517,37.0,35.0,0,0,0,0,0,1,0,1,0
564,867,1,27,0,0,0,5,0.5698100175896039,64.0,64.0,1,0,0,0,0,0,0,1,1
3374,5179,1,36,1,0,0,26,0.5894109700044979,3.0,0.0,1,0,0,0,0,1,1,0,0
944,1455,1,54,0,0,0,0,0.6003440908766216,2.0,1.0,1,0,0,0,0,1,0,1,0
5127,7840,1,22,0,0,0,1,0.471343537583306,9.0,0.0,0,0,0,0,0,1,0,1,0
5608,8586,1,52,0,0,0,2,0.1077017448773867,19.0,10.0,1,0,0,0,0,0,0,1,0
6576,10065,1,26,0,0,0,1,0.3646630927902778,1.0,0.0,0,0,0,0,0,0,0,1,0
5244,8030,1,21,0,0,0,2,1.001767002077513,26.0,35.0,1,0,0,0,0,0,1,0,1
1572,2416,0,32,0,0,0,1,0.2072635172024184,29.0,28.0,0,0,0,0,0,0,0,1,0
4238,6491,0,43,0,0,0,0,0.3789268871010585,0.0,0.0,0,0,0,0,0,0,0,1,0
2376,3635,0,24,0,0,0,2,-0.0037544472198166,14.0,13.0,1,0,0,0,0,1,0,1,0
2636,4029,1,28,0,0,0,0,0.3789268871010585,2.0,2.0,0,0,1,0,0,0,0,1,0
6754,10338,0,34,0,0,1,0,0.6003440908766216,8.0,0.0,0,0,0,0,0,1,0,1,0
2188,3349,1,36,0,0,0,0,0.3789268871010585,1.0,1.0,1,0,0,0,0,0,0,1,0
1035,1597,1,40,0,0,0,0,0.3664433400308426,2.0,2.0,1,0,0,0,0,1,0,1,0
4340,6646,1,28,0,0,0,0,0.3944419827348675,1.0,0.0,1,0,0,0,0,0,0,0,0
717,1093,1,21,0,0,0,0,0.3789268871010585,1.0,1.0,0,0,0,0,0,0,0,1,0
428,649,1,27,0,0,0,3,0.5017300627216635,0.0,0.0,0,0,0,0,0,0,0,1,0
4786,7324,1,30,0,0,0,0,0.3664433400308426,1.0,0.0,0,0,0,0,0,1,0,1,0
4613,7078,1,61,0,0,0,29,0.471343537583306,0.0,18.0,1,0,0,0,0,1,1,0,0
6993,10692,1,33,1,0,0,9,0.4184397546311481,1.0,2.0,1,0,0,0,0,0,1,0,1
5466,8360,1,25,0,0,1,4,0.4686311523061437,11.0,169.0,1,0,0,0,0,1,1,0,1
6037,9247,1,35,0,0,0,1,0.471343537583306,1.0,0.0,1,0,0,0,0,1,0,0,0
2584,3961,1,40,0,0,0,0,0.2527833130815687,0.0,0.0,0,0,1,0,0,1,0,1,0
4460,6831,0,34,0,0,0,9,0.4391918395352028,1.0,0.0,0,0,0,0,0,0,1,0,0
7163,10972,1,32,0,0,0,0,0.4968077795161603,1.0,0.0,0,0,0,0,0,1,0,1,0
2821,4324,1,22,0,0,1,0,0.5435751671576845,9.0,0.0,0,0,0,0,0,1,0,0,0
7014,10730,0,36,0,0,0,1,0.3789268871010585,1.0,0.0,1,0,0,0,0,0,0,1,0
2508,3830,0,26,0,0,0,0,0.3789268871010585,1.0,0.0,1,0,0,0,0,0,0,1,0
6551,10033,0,35,0,0,0,7,0.4391918395352028,1.0,1.0,1,0,0,0,0,1,0,0,0
2108,3230,0,46,0,0,0,4,0.4391918395352028,1.0,0.0,1,0,0,0,0,1,0,1,0
4424,6778,1,22,1,0,0,1,0.3789268871010585,2.0,1.0,1,0,0,0,0,0,0,0,0
1058,1632,1,30,0,0,0,8,0.6003440908766216,124.0,1.0,1,0,0,0,0,1,1,0,0
5928,9086,1,34,0,0,0,12,1.0016194360980517,1.0,11.0,1,0,0,0,0,1,1,0,0
6131,9385,1,55,0,0,0,8,1.001149557301303,1.0,6.0,0,0,0,0,1,1,0,1,0
2775,4248,1,33,0,0,0,8,0.4743839107769999,44.0,1.0,0,0,1,0,0,1,1,0,0
5046,7707,1,22,0,0,0,0,0.5407152345120689,2.0,2.0,0,0,1,0,0,1,0,1,0
1410,2166,0,30,0,0,0,8,0.3831073113989042,1.0,1.0,1,0,0,0,0,1,1,0,0
5412,8278,1,53,0,0,0,3,0.2733723583322921,6.0,5.0,1,0,0,0,0,1,0,0,0
1849,2817,1,27,0,0,0,1,0.4391918395352028,1.0,1.0,0,0,0,0,0,1,1,0,0
2757,4220,1,20,0,0,0,1,0.5215402118248503,1.0,1.0,0,0,0,0,1,1,0,0,0
5361,8204,1,45,1,0,0,16,0.6003440908766216,78.0,1.0,1,0,0,0,0,1,0,0,0
6002,9201,1,24,0,0,1,1,0.4968077795161603,7.0,0.0,1,0,0,0,0,1,0,1,0
6913,10560,1,41,0,0,0,1,0.2527833130815687,1.0,1.0,0,0,0,0,0,1,0,1,0
3238,4967,1,32,0,1,0,10,0.6645685015443415,18.0,3.0,1,0,0,0,0,1,0,0,0
734,1122,1,24,0,0,0,0,0.5267769160164757,1.0,0.0,1,0,0,0,0,1,0,1,0
6172,9450,0,24,0,0,0,0,0.4391918395352028,7.0,2.0,1,0,0,0,0,1,0,0,0
4779,7317,1,27,0,0,0,2,0.4391918395352028,158.0,83.0,1,0,0,0,0,1,0,0,0
4936,7545,1,24,0,0,1,3,0.1668365678686235,1.0,0.0,0,0,0,0,0,1,0,0,0
1808,2750,1,39,0,0,0,5,0.471343537583306,10.0,4.0,1,0,0,0,0,1,0,0,0
3662,5612,1,57,0,0,0,9,0.5407152345120689,571.0,0.0,1,0,0,0,0,1,0,0,0
1292,1985,1,65,0,0,0,2,0.5257164044876839,4.0,4.0,0,0,0,0,0,0,0,1,0
7082,10855,1,56,0,0,0,31,0.6003440908766216,30.0,0.0,1,0,0,0,0,1,0,0,0
5522,8446,1,24,0,0,0,4,0.4391918395352028,0.0,0.0,0,1,0,0,0,1,0,0,0
1423,2186,1,43,0,0,0,1,0.3664433400308426,44.0,64.0,0,0,0,0,0,1,0,1,0
1942,2956,1,46,0,0,0,9,0.3789268871010585,4.0,4.0,0,0,0,0,0,0,0,0,0
4496,6896,1,31,0,0,0,0,0.6003440908766216,50.0,0.0,0,0,1,0,0,1,1,0,1
4803,7345,1,22,0,0,0,1,0.5435751671576845,1.0,0.0,1,0,0,0,0,1,0,1,0
5111,7812,1,27,0,1,1,27,0.4711053847741047,191.0,0.0,1,0,0,0,0,0,1,0,1
2126,3265,0,47,0,0,0,0,0.5267769160164757,0.0,0.0,0,0,0,0,0,1,0,1,0
6317,9677,1,33,0,0,0,0,0.4821006283233208,6.0,0.0,1,0,0,0,0,1,0,1,0
4361,6672,1,22,0,0,1,1,0.3847189713237704,26.0,0.0,1,0,0,0,0,1,1,0,1
5458,8350,1,21,0,0,0,0,0.5070136744078003,120.0,1.0,1,0,0,0,0,1,0,0,0
6533,10008,1,28,0,0,0,1,1.0016194360980517,22.0,30.0,0,0,0,0,0,1,0,1,0
6704,10267,0,31,0,0,0,4,0.2527833130815687,1.0,0.0,1,0,0,0,0,1,1,0,0
3690,5659,0,35,0,0,0,1,0.3789268871010585,29.0,28.0,0,0,0,0,0,0,0,0,0
6997,10698,1,24,0,0,1,0,0.6260510296595012,0.0,0.0,1,0,0,0,0,1,0,1,0
5937,9097,1,24,0,0,0,6,0.5070136744078003,71.0,1.0,1,0,0,0,0,1,0,0,0
270,400,0,23,0,0,0,0,0.5315615164080014,4.0,3.0,1,0,0,0,0,1,0,1,0
6102,9341,1,20,0,0,0,1,0.4391918395352028,1.0,0.0,0,0,1,0,0,1,1,0,1
4707,7218,1,31,0,0,0,0,0.4711053847741047,0.0,0.0,1,0,0,0,0,0,0,1,0
5341,8171,1,38,0,0,0,0,0.3944419827348675,3.0,0.0,0,0,0,0,0,0,0,1,0
1247,1913,1,21,0,0,0,0,0.471343537583306,1.0,0.0,1,0,0,0,0,1,0,1,0
3044,4663,1,49,0,0,0,5,0.3831073113989042,4.0,3.0,0,0,0,0,0,1,0,0,0
3754,5753,1,30,0,0,0,0,0.1077017448773867,7.0,56.0,0,0,0,0,0,0,0,1,0
2356,3603,1,30,0,0,0,6,0.5178204111103699,1.0,1.0,1,0,0,0,0,1,0,0,0
1174,1806,0,33,0,0,0,2,0.668038283327083,43.0,43.0,0,0,0,0,0,1,0,0,0
1994,3037,1,21,0,0,0,1,0.4391918395352028,1.0,0.0,0,0,1,0,0,1,0,0,1
186,280,0,38,0,0,0,2,0.6003440908766216,8.0,0.0,0,0,0,0,0,1,0,0,0
2961,4530,1,25,0,0,0,2,0.3847189713237704,1.0,0.0,0,0,0,0,1,1,0,1,0
3433,5270,1,31,0,0,0,0,0.3789268871010585,22.0,21.0,1,0,0,0,0,0,0,1,0
3155,4839,1,35,0,0,1,5,0.5267769160164757,30.0,6.0,1,0,0,0,0,1,1,0,0
5917,9070,1,50,0,0,0,5,0.4391918395352028,1.0,5.0,0,0,0,0,0,1,0,0,0
